entry,name,size
0065df30,TaskComplexGangLeader::Destructor,104
0065dff0,TaskComplexGangLeader::CreateNextSubTask,510
0065e200,TaskComplexGangLeader::ScanForStuff,1263
0065e730,TaskComplexGangLeader::GetRandomGangAmbientAnim,186
0065e7f0,TaskComplexGangLeader::ShouldLoadGangAnims,7
0065e860,TaskComplexGangLeader::DoGangAbuseSpeech,306
0065ea50,TaskComplexGangLeader::TryToPassObject,68
0065eaa0,TaskComplexGangFollower::Constructor,246
0065ebb0,TaskComplexGangFollower::Destructor,123
0065ecb0,TaskComplexGangFollower::Clone,138
0065ed40,TaskComplexGangFollower::CalculateOffsetPosition,329
0065eeb0,TaskSimpleGoToPointFine::Constructor,41
0065ef30,TaskSimpleGoToPointFine::BaseRatio,44
0065ef80,TaskSimpleGoToPointFine::SetBlendedMoveAnim,939
0065f330,TaskSimpleGoToPointFine::SetTargetPos,108
0065f3a0,TaskSimpleGoToPointFine::BaseRatio,10
0065f3b0,TaskComplexTrackEntity::Constructor,160
0065f460,TaskComplexTrackEntity::Destructor,90
0065f4e0,TaskComplexTrackEntity::Clone,171
0065f590,TaskComplexTrackEntity::CreateNextSubTask,360
0065f780,TaskComplexTrackEntity::CalcTargetPos,417
0065f930,TaskComplexTrackEntity::CalcMoveRatio,373
0065fac0,TaskGangHassleVehicle::Constructor,135
0065fb60,TaskGangHassleVehicle::Destructor,7
0065fc00,TaskGangHassleVehicle::Clone,114
0065fc80,TaskGangHassleVehicle::CreateNextSubTask,325
0065fdd0,TaskGangHassleVehicle::GetTargetHeading,256
0065fed0,TaskGangHasslePed::Constructor,123
0065ff60,TaskGangHasslePed::Destructor,120
0065ffe0,TaskGangHasslePed::ControlSubTask,647
00660270,TaskComplexStareAtPed::Constructor,137
00660310,TaskComplexStareAtPed::Destructor,120
00660390,TaskComplexStareAtPed::Clone,140
00660420,TaskComplexStareAtPed::CreateNextSubTask,232
00660510,TaskComplexStareAtPed::CreateFirstSubTask,165
00660880,TaskSimpleDoHandSignal::Constructor,22
006608b0,TaskSimpleDoHandSignal::Destructor,11
006608c0,TaskSimpleDoHandSignal::Clone,100
00660a30,TaskComplexSignalAtPed::Constructor,7
00660ab0,TaskComplexSignalAtPed::Destructor,120
00660d80,TaskComplexSignalAtPed::ControlSubTask,224
00660e60,TaskGoToVehicleAndLean::Constructor,97
00660ee0,TaskGoToVehicleAndLean::Destructor,120
00660f60,TaskGoToVehicleAndLean::CTaskGoToVehicleAndLean::DoTidyUp,38
00660f90,TaskLeanOnVehicle::Constructor,134
00661030,TaskLeanOnVehicle::Destructor,109
006610a0,TaskLeanOnVehicle::MakeAbortable,106
006611b0,TaskComplexPassObject::Constructor,106
00661230,TaskComplexPassObject::Destructor,90
00661290,TaskComplexPassObject::AbortIK,44
006616f0,TaskComplexGangJoinRespond::Constructor,31
00661720,TaskComplexGangJoinRespond::Destructor,104
006617a0,TaskComplexGangJoinRespond::CreateNextSubTask,292
006618d0,TaskComplexGangJoinRespond::CreateFirstSubTask,127
00661a60,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit,122
00661bb0,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit::IsTaskValid,41
00661d30,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit::GetRidOfPlayerProstitute,59
00661dc0,TaskComplexSeekEntity::Constructor,209
00661f30,TaskComplexSeekEntity::Destructor,97
00661fa0,TaskComplexGangLeader::Clone,151
00662040,TaskSimpleGoToPointFine::Clone,137
006620d0,TaskGangHasslePed::CreateNextSubTask,108
00662140,TaskComplexSignalAtPed::Clone,106
006621b0,TaskGoToVehicleAndLean::Clone,100
00662220,TaskComplexPassObject::Clone,102
00662290,TaskComplexGangJoinRespond::Clone,96
006622f0,TaskComplexProstituteSolicit::MakeAbortable,96
00663500,TaskSimpleGoToPointFine::MakeAbortable,55
00663640,TaskComplexTrackEntity::ControlSubTask,344
006641a0,TaskGangHassleVehicle::CalcTargetOffset,248
006642c0,TaskGangHasslePed::CreateNextSubTask,190
00664a50,TaskComplexPassObject::MakeAbortable,46
00664af0,TaskComplexSeekEntity::Clone,174
00665760,TaskComplexSeekEntity::ControlSubTask,1608
00666360,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit::CreateSubTask,803
006666a0,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit::CreateFirstSubTask,219
00666780,TaskComplexProstituteSolicit::CTaskComplexProstituteSolicit::CreateNextSubTask,587
006679c0,TaskSimpleGoTo::Constructor,61
00667a00,TaskSimpleGoTo::HasCircledTarget,11
00667a10,TaskSimpleGoTo::HasCircledTarget,188
00667ad0,TaskSimpleGoTo::SetUpIK,454
00667ca0,TaskSimpleGoTo::QuitIK,17
00667cd0,TaskSimpleGoToPoint::Constructor,101
00667e20,TaskSimpleAchieveHeading::CTaskSimpleAchieveHeading,49
00667e70,TaskSimpleAchieveHeading::GetTaskType,11
00667eb0,TaskSimpleAchieveHeading::MakeAbortable,104
00667f20,TaskSimpleAchieveHeading::SetUpIK,319
00668060,TaskSimpleAchieveHeading::ProcessPed,183
00668120,TaskComplexGoToPointAndStandStill::Constructor,260
00668250,TaskComplexGoToPointAndStandStill::CTaskComplexGoToPointAndStandStill::SelectMoveState,116
006682d0,TaskComplexGoToPointAndStandStill::CTaskComplexGoToPointAndStandStill::CreateSubTask,661
00668570,TaskComplexGoToPointAndStandStill::ControlSubTask,108
006685e0,TaskComplexGoToPointAndStandStillTimed::Constructor,67
00668790,TaskComplexGoToPointAiming::Constructor,7
00668870,TaskComplexGoToPointAiming::Destructor,90
006688d0,TaskComplexGoToPointAiming::CreateSubTask,263
00668c70,TaskComplexGoToPointShooting::Constructor,72
00668cd0,TaskComplexGoToPointAndStandStillAndAchieveHeading::Constructor,86
00668d40,TaskComplexGoToPointAndStandStillAndAchieveHeading::Destructor,11
00668d50,TaskComplexGoToPointAndStandStillAndAchieveHeading::CTaskComplexGoToPointAndStandStillAndAchieveHeading::CreateSubTask,292
00668e80,TaskComplexGoToPointAndStandStillAndAchieveHeading::ControlSubTask,56
00668fe0,TaskComplexFollowPointRoute::GetSubTaskType,15
00669090,TaskComplexFollowPointRoute::CreateTask,679
00669340,TaskComplexFollowPointRoute::GetLastWaypoint,209
00669420,TaskComplexFollowPointRoute::GetNextWaypoint,147
00669650,TaskComplexFollowNodeRoute::GetSubTaskType,50
00669690,TaskComplexFollowNodeRoute::CreateSubTask,589
006698e0,TaskComplexFollowNodeRoute::GetLastWaypoint,149
00669980,TaskComplexFollowNodeRoute::GetNextWaypoint,87
006699e0,TaskComplexFollowNodeRoute::ComputeRoute,829
00669f30,TaskComplexWander::ValidNodes,46
00669f60,TaskComplexWander::ComputeTargetPos,78
0066a100,TaskComplexAvoidOtherPedWhileWandering::Constructor,178
0066a1d0,TaskComplexAvoidOtherPedWhileWandering::Destructor,90
0066a230,TaskComplexAvoidOtherPedWhileWandering::QuitIK,46
0066a2c0,TaskComplexAvoidOtherPedWhileWandering::CreateNextSubTask,88
0066a320,TaskComplexAvoidOtherPedWhileWandering::ComputeSphere,1157
0066a7b0,TaskComplexAvoidOtherPedWhileWandering::ComputeRouteRoundSphere,148
0066a850,TaskComplexAvoidOtherPedWhileWandering::SetUpIK,455
0066aed0,TaskComplexWanderStandard::CTaskComplexWanderStandard::WillChat,129
0066af60,TaskComplexWanderStandard::CTaskComplexWanderStandard::SetNextMinScanTime,11
0066afd0,TaskComplexWanderStandard::CTaskComplexWanderStandard::LookForSexyCars,381
0066b160,TaskComplexWanderCop::ShouldPursuePlayer,80
0066b1b0,TaskComplexWanderCop::LookForCarAlarms,221
0066b290,TaskComplexWanderCop::LookForStolenCopCars,102
0066b300,TaskComplexWanderCop::LookForCriminals,494
0066b4f0,TaskComplexWanderCriminal::CTaskComplexWanderCriminal::LookForCarsToSteal,316
0066b640,TaskComplexGoToAttractor::Constructor,78
0066b6a0,TaskComplexGoToAttractor::Destructor,11
0066b6c0,TaskComplexGoToAttractor::CreateNextSubTask,66
0066b720,TaskComplexGoToPointAnyMeans::Constructor,81
0066b790,TaskComplexGoToPointAnyMeans::Constructor,146
0066b830,TaskComplexGoToPointAnyMeans::Destructor,90
0066b890,TaskComplexTurnToFaceEntityOrCoord::Constructor,7
0066b910,TaskComplexTurnToFaceEntityOrCoord::Constructor,65
0066b960,TaskComplexTurnToFaceEntityOrCoord::Destructor,90
0066b9d0,TaskComplexTurnToFaceEntityOrCoord::ComputeTargetHeading,158
0066bb20,TaskComplexGotoDoorAndOpen::Constructor,112
0066bba0,TaskComplexGotoDoorAndOpen::Constructor,89
0066bc00,TaskComplexGotoDoorAndOpen::Destructor,113
0066bca0,TaskComplexGotoDoorAndOpen::Clone,157
0066c1f0,TaskComplexGotoDoorAndOpen::ControlSubTask,131
0066c3e0,TaskSimpleSlideToCoord::Constructor,34
0066c450,TaskSimpleSlideToCoord::Constructor,106
0066c4e0,TaskSimpleSlideToCoord::ProcessPed,570
0066c720,TaskComplexInvestigateDisturbance::Constructor,110
0066c7a0,TaskComplexInvestigateDisturbance::Destructor,90
0066cc60,TaskSimpleGoToPoint::Clone,130
0066ccf0,TaskSimpleAchieveHeading::Clone,136
0066cd80,TaskComplexGoToPointAiming::Clone,139
0066ce10,TaskComplexGoToPointShooting::Clone,134
0066cea0,TaskComplexGoToPointAndStandStill::Clone,133
0066cf30,TaskComplexGoToPointAndStandStillTimed::Clone,152
0066cfd0,TaskComplexGoToPointAndStandStillAndAchieveHeading::Clone,116
0066d050,TaskComplexAvoidOtherPedWhileWandering::Clone,102
0066d130,TaskComplexGoToAttractor::Clone,166
0066d1e0,TaskComplexGoToPointAnyMeans::CreateNextSubTask,112
0066d250,TaskComplexTurnToFaceEntityOrCoord::Clone,170
0066d300,TaskSimpleSlideToCoord::CTaskSimpleSlideToCoord::Clone,204
0066d3d0,TaskComplexInvestigateDisturbance::Clone,100
0066dba0,TaskComplexGoToPointAndStandStill::CreateNextSubTask,156
0066dce0,TaskComplexGoToPointAndStandStillTimed::ControlSubTask,110
0066dd70,TaskComplexGoToPointAiming::CreateNextSubTask,50
0066dfd0,TaskComplexGoToPointAndStandStillAndAchieveHeading::CreateNextSubTask,91
0066e150,TaskComplexFollowPointRoute::CalcGoToTaskType,458
0066e710,TaskComplexFollowPointRoute::CalcBlendRatio,336
0066e860,TaskComplexFollowPointRoute::ControlSubTask,456
0066ea30,TaskComplexFollowNodeRoute::Constructor,7
0066eb70,TaskComplexFollowNodeRoute::Destructor,106
0066ebe0,TaskComplexFollowNodeRoute::CalcGoToTaskType,466
0066edc0,TaskComplexFollowNodeRoute::CalcBlendRatio,342
0066ef20,TaskComplexFollowNodeRoute::CanGoStraightThere,116
0066efa0,TaskComplexFollowNodeRoute::ComputePathNodes,1189
0066f450,TaskComplexWander::Constructor,35
0066f4c0,TaskComplexWander::ScanForBlockedNode,107
0066f530,TaskComplexWander::ComputeTargetHeading,133
0066f5c0,TaskComplexWanderGang::CTaskComplexWanderGang,112
0066f650,TaskComplexWanderGang::GetWanderType,30
0066fda0,TaskComplexWanderStandard::CTaskComplexWanderStandard::LookForChatPartners,851
00670100,TaskComplexWanderStandard::CTaskComplexWanderStandard::LookForGangMembers,426
006702b0,TaskComplexWanderCop::ScanForStuff,160
006705d0,TaskComplexGoToPointAnyMeans::CreateSubTask,6
006713e0,TaskComplexFollowNodeRoute::Clone,133
00671470,TaskComplexWanderGang::ScanForStuff,125
00671510,TaskComplexFollowPointRoute::Constructor,7
00671630,TaskComplexFollowPointRoute::CreateNextSubTask,241
00671750,TaskComplexFollowNodeRoute::SetTarget,175
00671800,TaskComplexFollowNodeRoute::CreateFirstSubTask,198
006718d0,TaskComplexFollowNodeRoute::CreateNextSubTask,479
00671ab0,TaskComplexFollowNodeRoute::ControlSubTask,511
00671cb0,TaskComplexWander::CreateSubTask,573
00671ef0,TaskComplexWander::ScanForBlockedNode,225
00671fe0,TaskComplexAvoidOtherPedWhileWandering::NearbyPedsInSphere,147
00672080,TaskComplexAvoidOtherPedWhileWandering::ComputeAvoidSphere,247
00672180,TaskComplexAvoidOtherPedWhileWandering::ComputeDetourTarget,43
00672600,TaskComplexWanderStandard::CTaskComplexWanderStandard::ScanForStuff,136
00672690,TaskComplexWanderProstitute::CTaskComplexWanderProstitute,44
006728a0,TaskComplexGoToPointAnyMeans::CreateNextSubTask,278
00673be0,TaskComplexFollowPointRoute::Clone,149
00673c80,TaskComplexWanderProstitute::CreateFirstSubTask,114
00673d00,TaskComplexWander::GetWanderTaskByPedType,454
006740e0,TaskComplexWander::CreateFirstSubTask,83
00674140,TaskComplexWander::CreateNextSubTask,1047
00674560,TaskComplexWander::ScanForBlockedNodes,166
00674860,TaskComplexWanderCop::CreateNextSubTask,181
006749f0,TaskComplexInvestigateDisturbance::CreateNextSubTask,447
00674c30,TaskComplexWander::ControlSubTask,335
00674fc0,TaskInteriorBeInHouse::Constructor,35
00675000,TaskInteriorBeInHouse::Destructor,11
00675010,TaskInteriorBeInHouse::Clone,125
006750a0,TaskInteriorBeInHouse::GetInfoForPedToUse,384
00675220,TaskInteriorBeInOffice::Constructor,35
00675260,TaskInteriorBeInOffice::Destructor,11
00675270,TaskInteriorBeInOffice::Clone,125
00675300,TaskInteriorBeInOffice::GetInfoForPedToUse,215
006753e0,TaskInteriorBeInShop::Constructor,87
00675460,TaskInteriorBeInShop::Destructor,11
00675470,TaskInteriorBeInShop::Clone,96
006754d0,TaskInteriorBeInShop::ScanForStuff,397
00675660,TaskInteriorShopKeeper::Constructor,45
006756a0,TaskInteriorShopKeeper::Destructor,22
006756c0,TaskInteriorShopKeeper::Clone,123
00675740,TaskInteriorShopKeeper::ControlSubTask,136
006757d0,TaskInteriorGoToInfo::Constructor,41
00675810,TaskInteriorGoToInfo::Destructor,11
00675820,TaskInteriorGoToInfo::Clone,106
00675a50,TaskInteriorUseInfo::Constructor,48
00675a90,TaskInteriorUseInfo::Destructor,22
00675ab0,TaskInteriorUseInfo::Clone,122
00675b60,TaskInteriorUseInfo::CreateFirstSubTask,160
00675e20,TaskInteriorLieInBed::Constructor,24
00675e90,TaskInteriorLieInBed::Destructor,93
00675ef0,TaskInteriorLieInBed::Clone,112
00676010,TaskInteriorSitAtDesk::Constructor,86
00676080,TaskInteriorSitAtDesk::Destructor,93
006760e0,TaskInteriorSitAtDesk::Clone,106
00676200,TaskInteriorBeInHouse::CreateNextSubTask,161
006762b0,TaskInteriorBeInHouse::CreateFirstSubTask,128
00676350,TaskInteriorBeInOffice::CreateNextSubTask,167
00676400,TaskInteriorBeInOffice::CreateFirstSubTask,123
006764c0,TaskInteriorShopKeeper::CreateNextSubTask,134
00676550,TaskInteriorShopKeeper::CreateFirstSubTask,198
00676880,TaskInteriorUseInfo::CreateNextSubTask,1164
00677780,TaskInteriorSitAtDesk::StartRandomLoopAnim,251
00677880,TaskInteriorSitAtDesk::StartRandomOneOffAnim,147
00677f50,TaskSimpleGetUp::Constructor,29
00678130,TaskComplexGetUpAndStandStill::Constructor,14
00678170,TaskComplexGetUpAndStandStill::CreateSubTask,200
00678240,TaskComplexGetUpAndStandStill::CreateNextSubTask,92
006782c0,TaskSimpleFall::Constructor,52
00678370,TaskSimpleFall::MakeAbortable,323
006784c0,TaskSimpleFall::ProcessFall,481
006786c0,TaskComplexFallAndGetUp::Constructor,41
00678700,TaskComplexFallAndGetUp::Constructor2,117
006787a0,TaskComplexFallAndGetUp::SetDownTime,41
006787d0,TaskComplexFallAndGetUp::IsFalling,28
006787f0,TaskComplexFallAndGetUp::MakeAbortable,120
00678870,TaskComplexFallAndGetUp::CreateFirstSubTask,122
00678900,TaskComplexFallAndGetUp::CreateSubTask,206
00678c80,TaskComplexInAirAndLand::Constructor,25
00678cd0,TaskSimpleInAir::Constructor,105
00678e90,TaskSimpleLand::Constructor,57
00678fe0,TaskSimpleLand::RightFootLanded,48
00679010,TaskSimpleLand::LeftFootLanded,48
00679040,TaskComplexFallToDeath::Constructor,90
006790b0,TaskComplexFallToDeath::GetTaskType,11
00679120,TaskComplexFallToDeath::CreateFirstSubTask,320
006796c0,TaskComplexFallToDeath::CalcFall,972
00679aa0,TaskSimpleJump::Constructor,50
00679b80,TaskSimpleJump::Launch,1182
0067a030,TaskComplexJump::Constructor,31
0067a070,TaskComplexJump::MakeAbortable,131
0067a110,TaskSimpleClimb::Constructor,7
0067a250,TaskSimpleClimb::Shutdown,40
0067a320,TaskSimpleClimb::StartSpeech,91
0067a390,TaskSimpleClimb::GetCameraTargetPos,535
0067a5d0,TaskSimpleClimb::GetCameraStickModifier,701
0067a890,TaskSimpleClimb::CreateColModel,3145
0067b4e0,TaskSimpleJetPack::Constructor,7
0067b5c0,TaskSimpleJetPack::ProcessAnims,152
0067b660,TaskSimpleJetPack::DropJetPack,170
0067b720,TaskSimpleJetPack::ApplyRollAndPitch,195
0067b7f0,TaskSimpleJetPack::DoJetPackEffect,544
0067ba10,TaskSimpleJetPack::StopJetPackEffect,43
0067ba40,TaskComplexStuckInAir::CTaskComplexStuckInAir,18
0067ba80,TaskComplexStuckInAir::CreateSubTask,651
0067bd10,TaskComplexStuckInAir::CreateNextSubTask,258
0067c480,TaskComplexFallToDeath::MakeAbortable,130
0067c510,TaskSimpleJump::Clone,133
0067c5a0,TaskComplexJump::Clone,108
0067c690,TaskSimpleJetPack::Clone,108
0067c700,TaskComplexStuckInAir::Clone,80
0067c770,TaskSimpleGetUp::StartAnim,649
0067ca40,TaskSimpleFall::StartAnim,265
0067cb70,TaskComplexFallAndGetUp::CreateNextSubTask,67
0067cc30,TaskComplexInAirAndLand::CreateFirstSubTask,116
0067d230,TaskComplexInAirAndLand::ControlSubTask,270
0067d590,TaskSimpleJump::CheckIfJumpBlocked,523
0067d7a0,TaskSimpleJump::StartLaunchAnim,447
0067d980,TaskComplexJump::CreateSubTask,567
0067dbe0,TaskSimpleClimb::StartAnim,524
0067de10,TaskSimpleClimb::CTaskSimpleClimb::ScanToGrabSectorList,5
0067e600,TaskSimpleJetPack::Destructor,213
0067e6e0,TaskSimpleJetPack::MakeAbortable,198
0067e7b0,TaskSimpleJetPack::ProcessControlInput,992
0067ef20,TaskSimpleJetPack::ProcessThrust,1911
0067f6a0,TaskSimpleJetPack::RenderJetPack,953
0067faf0,TaskSimpleFall::ProcessPed,266
0067fc00,TaskComplexJump::CreateNextSubTask,266
0067fd30,TaskSimpleClimb::ScanToGrab,6
006803a0,TaskSimpleClimb::TestForClimb,304
006804d0,TaskSimpleClimb::TestForVault,154
00680570,TaskSimpleClimb::TestForStandUp,129
006816a0,TaskManager::Constructor,46
006816d0,TaskManager::Destructor,26
00681720,TaskManager::GetActiveTask,21
00681740,TaskManager::FindActiveTaskByType,135
006817d0,TaskManager::FindTaskByType,58
00681810,TaskManager::GetTaskSecondary,11
00681820,TaskManager::HasTaskSecondary,39
00681850,TaskManager::Flush,67
006818a0,TaskManager::FlushImmediately,116
00681920,TaskManager::SetNextSubTask,74
00681970,TaskManager::GetLastTaskOf,30
006819a0,TaskManager::StopTimers,38
006819d0,TaskManager::GetSimplestActiveTask,45
00681a00,TaskManager::GetLastTaskOf,35
00681a30,TaskManager::AddSubTasks,77
00681a80,TaskManager::ParentsControlChildren,111
00681af0,TaskManager::SetTask,105
00681b60,TaskManager::SetTaskSecondary,103
00681bd0,TaskManager::ClearTaskEventResponse,59
00681c10,TaskManager::ManageTasks,476
00681e70,TaskComplexPartner::Constructor,157
006823c0,TaskComplexPartnerDeal (thunk),113
00682440,TaskComplexPartnerDeal (thunk),344
006825b0,TaskComplexPartnerGreet::StreamRequiredAnims,113
00682630,TaskComplexPartnerGreet::GetPartnerSequence,1572
00682cb0,TaskComplexChat::Constructor,7
00682d40,TaskComplexChat::Destructor,90
00682da0,TaskComplexChat::Clone,105
00683060,TaskComplexChat::ControlSubTask,189
00683120,TaskComplexPartnerShove (thunk),275
00683240,TaskComplexWalkAlongsidePed::Constructor,106
006832c0,TaskComplexWalkAlongsidePed::Destructor,90
006836f0,TaskComplexBeInCouple::CTaskComplexBeInCouple,7
006837f0,TaskComplexBeInCouple::CTaskComplexBeInCouple::AbortArmIK,79
006838e0,TaskComplexWalkAlongsidePed::Clone,100
006839c0,TaskComplexBeInCouple::MakeAbortable,118
006840d0,TaskComplexPartner (thunk),192
00684190,TaskComplexPartnerDeal::Constructor,100
00684210,TaskComplexPartnerGreet::Constructor,106
00684280,TaskComplexPartnerGreet::Destructor,11
00684290,TaskComplexPartnerChat::Constructor,129
00684380,TaskComplexPartnerChat::CTaskComplexPartnerChat::GetPartnerSequence,836
006846f0,TaskComplexPartnerShove::Constructor,86
00684da0,TaskComplexPartnerGreet::Clone,141
00685000,TaskComplexWalkAlongsidePed::CreateSubTask,6
00685680,TaskComplexWalkAlongsidePed::CreateNextSubTask,105
00685700,WeaponInfo::GetCrouchReloadAnimationID,29
00685750,TaskSimplePlayerOnFoot::Constructor,99
006857d0,TaskSimplePlayerOnFoot::Destructor,11
006859a0,TaskSimplePlayerOnFoot::ProcessPlayerWeapon,3529
006872c0,TaskSimplePlayerOnFoot::PlayIdleAnimations,610
00687530,TaskSimplePlayerOnFoot::PlayerControlFighter,1768
00687c20,TaskSimplePlayerOnFoot::PlayerControlZeldaWeapon,776
00687f30,TaskSimplePlayerOnFoot::PlayerControlDucked,1175
006883d0,TaskSimplePlayerOnFoot::PlayerControlZelda,7
00688810,TaskSimplePlayerOnFoot::ProcessPed,274
00688930,TaskSimpleSwim::Constructor,180
00688a90,TaskSimpleSwim::ProcessControlInput,2961
00689640,TaskSimpleSwim::ProcessControlAI,934
006899f0,TaskSimpleSwim::ProcessSwimAnims,1928
0068a1d0,TaskSimpleSwim::ProcessSwimmingResistance,1782
0068a8e0,TaskSimpleSwim::ApplyRollAndPitch,260
0068a9f0,TaskSimpleSwim::CreateFxSystem,86
0068aa50,TaskSimpleSwim::DestroyFxSystem,24
0068aa70,TaskSimpleSwim::ProcessEffects,1408
0068aff0,TaskSimplePlayerOnFoot::Clone,87
0068b050,TaskSimpleSwim::GetTaskType,100
0068b0c0,TaskSimplePlayerOnFoot::Destructor,30
0068b620,TaskSimpleArrestPed::CTaskSimpleArrestPed,91
0068b7e0,TaskSimpleArrestPed::StartAnim,186
0068b990,TaskComplexArrestPed::Constructor,7
0068ba00,TaskComplexArrestPed::Destructor,90
0068ba70,TaskComplexPolicePursuit::Constructor,36
0068bad0,TaskComplexPolicePursuit::SetWeapon,241
0068bbd0,TaskComplexPolicePursuit::SetPursuit,436
0068bd90,TaskComplexPolicePursuit::ClearPursuit,34
0068bdc0,TaskComplexPolicePursuit::PersistPursuit,176
0068be70,TaskComplexKillCriminal::Constructor,165
0068bf30,TaskComplexKillCriminal::Destructor,283
0068c050,TaskComplexKillCriminal::CreateSubTask,830
0068c3c0,TaskComplexKillCriminal::FindNextCriminalToKill,789
0068c6e0,TaskComplexKillCriminal::ChangeTarget,272
0068c7f0,TaskComplexCopInCar::Constructor,183
0068c8c0,TaskComplexCopInCar::Destructor,122
0068c9e0,TaskComplexCopInCar::CreateSubTask,781
0068cd10,TaskSimpleArrestPed::MakeAbortable,96
0068cdd0,TaskComplexPolicePursuit::Clone,124
0068ce50,TaskComplexKillCriminal::Clone,98
0068cec0,TaskComplexCopInCar::Clone,116
0068cf80,TaskComplexArrestPed::CreateSubTask,814
0068d880,TaskComplexPolicePursuit::Destructor,131
0068d910,TaskComplexPolicePursuit::CreateSubTask,6
0068e950,TaskComplexKillCriminal::ControlSubTask,2263
00690b80,TaskSimpleShakeFist::Constructor,22
00690bb0,TaskSimpleShakeFist::Destructor,93
00690c70,TaskSimpleFacial::CTaskSimpleFacial,48
00690cb0,TaskSimpleFacial::GetTaskType,11
00690cc0,TaskSimpleFacial::GetAnimId,56
00690d20,TaskComplexFacial::Constructor,81
00690d90,TaskComplexFacial::GetTaskType,11
00691230,TaskComplexFacial::SetRequest,31
00691250,TaskComplexFacial::StopAll,24
00691270,TaskSimpleAffectSecondaryBehaviour::Constructor,41
00691320,TaskSimpleAffectSecondaryBehaviour::ProcessPed,121
006913a0,TaskSimpleHoldEntity::Constructor,7
00691470,TaskSimpleHoldEntity::Constructor,224
00691550,TaskSimpleHoldEntity::Constructor,211
006916e0,TaskSimpleHoldEntity::ReleaseEntity,24
00691700,TaskSimpleHoldEntity::CanThrowEntity,25
00691720,TaskSimpleHoldEntity::PlayAnim,17
00691740,TaskSimpleHoldEntity::FinishAnimHoldEntityCB,106
006917b0,TaskSimplePickUpEntity::Constructor,82
00691870,TaskSimplePickUpEntity::Constructor,75
00691990,TaskSimplePutDownEntity::Constructor,43
00691fc0,TaskSimpleDuck::Constructor,34
00692030,TaskSimpleDuck::Destructor,206
00692100,TaskSimpleDuck::MakeAbortable,571
00692340,TaskSimpleDuck::CTaskSimpleDuck::AbortBecauseOfOtherDuck,77
00692390,TaskSimpleDuck::RestartTask,95
006923f0,TaskSimpleDuck::ControlDuckMove,185
006924b0,TaskSimpleDuck::ForceStopMove,12
006924f0,TaskSimpleDuck::SetControlType,53
00692530,TaskSimpleDuck::SetDuckTimer,26
00692610,TaskSimpleDuck::CanPedDuck,111
006927b0,TaskSimpleShakeFist::Clone,111
00692820,TaskSimpleFacial::Clone,132
006928b0,TaskComplexFacial::Clone,87
00692910,TaskSimpleAffectSecondaryBehaviour::Clone,149
006929b0,TaskSimpleHoldEntity::Clone,212
00692a90,TaskSimplePickUpEntity::Clone,218
00692cf0,TaskSimpleDuck::Clone,112
00692df0,TaskSimpleShakeFist::StartAnim,63
00692e80,TaskSimpleFacial::ProcessPed,259
00692ff0,TaskSimpleHoldEntity::StartAnim,251
006930f0,TaskSimpleHoldEntity::DropEntity,7
00693440,TaskSimpleHoldEntity::ChoosePutDownHeight,323
006939f0,TaskSimpleDuck::SetMoveAnim,395
00694390,TaskSimpleDuck::ProcessPed,674
006949a0,TaskComplexFollowLeaderInFormation::Constructor,7
00694a40,TaskComplexFollowLeaderInFormation::Destructor,90
00694aa0,TaskComplexFollowLeaderAnyMeans::Constructor,121
00694b30,TaskComplexFollowLeaderAnyMeans::Destructor,90
00694b90,TaskComplexSeekEntityAiming::Constructor,101
00694c10,TaskComplexSeekEntityAiming::Destructor,90
00694e20,TaskComplexFollowPedFootsteps::Constructor,157
00694ee0,TaskComplexFollowPedFootsteps (thunk),283
00695740,TaskComplexFollowLeaderInFormation::Clone,108
006957b0,TaskComplexFollowLeaderAnyMeans::Clone,104
00695820,TaskComplexSeekEntityAiming::Clone,104
00695c20,TaskComplexSeekEntityAiming::CreateNextSubTask,262
00695d30,TaskComplexSeekEntityAiming::CreateFirstSubTask,139
00696030,TaskComplexSeekEntityAnyMeansXYOffset::Clone,116
006960b0,TaskComplexSeekEntityAnyMeansXYOffset::CreateFirstSubTask,168
00696680,TaskComplexFollowLeaderAnyMeans::CreateSubTask,416
00696820,TaskComplexFollowLeaderInFormation::CreateNextSubTask,177
00696cc0,TaskComplexFollowLeaderAnyMeans::CreateNextSubTask,181
00696df0,TaskComplexInvestigateDeadPed::Constructor,124
00696e80,TaskComplexInvestigateDeadPed::Destructor,90
00696ee0,TaskComplexInvestigateDeadPed::ComputeTargetPos,175
00696f90,TaskComplexInvestigateDeadPed::CreateSubTask,530
006971b0,TaskComplexReactToGunAimedAt::Constructor,100
00697230,TaskComplexReactToGunAimedAt::Destructor,90
00697290,TaskComplexWaitForBackup::Constructor,133
00697330,TaskComplexWaitForBackup::Destructor,106
006973b0,TaskComplexWaitForBackup::CreateSubTask,520
006975c0,TaskComplexExtinguishFires::Constructor,25
006975f0,TaskComplexExtinguishFires::Destructor,11
00697600,TaskComplexExtinguishFires::GetNearestFire,128
00697680,TaskComplexInvestigateDeadPed::Clone,96
